
---------- Begin Simulation Statistics ----------
simSeconds                                   0.012323                       # Number of seconds simulated (Second)
simTicks                                  12322660623                       # Number of ticks simulated (Tick)
finalTick                                7192121286168                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   3297.42                       # Real time elapsed on the host (Second)
hostTickRate                                  3737059                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   67890332                       # Number of bytes of host memory used (Byte)
simInsts                                    332402078                       # Number of instructions simulated (Count)
simOps                                      354740906                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   100807                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     107581                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 7192121286168                       # Cumulative time (in ticks) in various power states (Tick)
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                               0                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.dcache.demandHits::switch_cpus0.data     31464982                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::total         31464982                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits::switch_cpus0.data     31464996                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::total        31464996                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses::switch_cpus0.data      1426252                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::total        1426252                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses::switch_cpus0.data      1426260                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::total       1426260                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency::switch_cpus0.data   8279962213                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency::total   8279962213                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::switch_cpus0.data   8279962213                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::total   8279962213                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses::switch_cpus0.data     32891234                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses::total     32891234                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::switch_cpus0.data     32891256                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::total     32891256                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate::switch_cpus0.data     0.043363                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate::total     0.043363                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate::switch_cpus0.data     0.043363                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate::total     0.043363                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMissLatency::switch_cpus0.data  5805.399195                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.demandAvgMissLatency::total  5805.399195                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.overallAvgMissLatency::switch_cpus0.data  5805.366632                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.overallAvgMissLatency::total  5805.366632                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.blockedCycles::no_mshrs        31620                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCauses::no_mshrs         2968                       # number of times access was blocked (Count)
system.cpu0.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.dcache.avgBlocked::no_mshrs     10.653639                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.unusedPrefetches            420518                       # number of HardPF blocks evicted w/o reference (Count)
