
---------- Begin Simulation Statistics ----------
simSeconds                                   0.025717                       # Number of seconds simulated (Second)
simTicks                                  25716731859                       # Number of ticks simulated (Tick)
finalTick                                7207672355793                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   6703.87                       # Real time elapsed on the host (Second)
hostTickRate                                  3836104                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   71682324                       # Number of bytes of host memory used (Byte)
simInsts                                    559323426                       # Number of instructions simulated (Count)
simOps                                      581298318                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    83433                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      86711                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 7207672355793                       # Cumulative time (in ticks) in various power states (Tick)
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                               0                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.dcache.demandHits::switch_cpus0.data     35268862                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::total         35268862                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits::switch_cpus0.data     35275993                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::total        35275993                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses::switch_cpus0.data       297803                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::total         297803                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses::switch_cpus0.data       298017                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::total        298017                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency::switch_cpus0.data   1722043771                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency::total   1722043771                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::switch_cpus0.data   1722043771                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::total   1722043771                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses::switch_cpus0.data     35566665                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses::total     35566665                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::switch_cpus0.data     35574010                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::total     35574010                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate::switch_cpus0.data     0.008373                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate::total     0.008373                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate::switch_cpus0.data     0.008377                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate::total     0.008377                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMissLatency::switch_cpus0.data  5782.493027                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.demandAvgMissLatency::total  5782.493027                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.overallAvgMissLatency::switch_cpus0.data  5778.340736                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.overallAvgMissLatency::total  5778.340736                       # average overall miss latency ((Cycle/Count))
system.cpu0.dcache.blockedCycles::no_mshrs          549                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCauses::no_mshrs          174                       # number of times access was blocked (Count)
system.cpu0.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.dcache.avgBlocked::no_mshrs      3.155172                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.unusedPrefetches            206731                       # number of HardPF blocks evicted w/o reference (Count)
system.cpu0.dcache.writebacks::writebacks        96713                       # number of writebacks (Count)
system.cpu0.dcache.writebacks::total            96713                       # number of writebacks (Count)
system.cpu0.dcache.demandMshrHits::switch_cpus0.data       174188                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.demandMshrHits::total       174188                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::switch_cpus0.data       174188                       # number of overall MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::total       174188                       # number of overall MSHR hits (Count)
system.cpu0.dcache.demandMshrMisses::switch_cpus0.data       123615                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.demandMshrMisses::total       123615                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::cpu0.dcache.prefetcher.prefetchers0        69699                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::cpu0.dcache.prefetcher.prefetchers1       220208                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::switch_cpus0.data       123646                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::total       413553                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrUncacheable::switch_cpus0.data           20                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.dcache.overallMshrUncacheable::total           20                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.dcache.demandMshrMissLatency::switch_cpus0.data    840090342                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissLatency::total    840090342                       # number of demand (read+write) MSHR miss ticks (Tick)
